code,size,rooms,price,url,image_url,type,neighborhood,street,bedrooms,floor,interior,bathrooms,year_built,description,central_heating,yard
A15351,70 m²,3,500 €,https://www.novelestate.com/estate_view.html?id=A15351,https://novelestate.com/images/estate/27667/1.jpeg,rent,Центар,спроти Собрание на РСМ,2,3,Наместен,1,,"Се издава наместен стан во Скопје, Центар со површина од 70 m2.
 Екстра: Клима, Централно Парно, Лифт, Реновиран.
 Цена: 500 EUR",Yes,
A15353,60 m²,2,370 €,https://www.novelestate.com/estate_view.html?id=A15353,https://novelestate.com/images/estate/27669/se-iznajmuva.jpeg,rent,Кисела Вода,Рампа,1,6/6,Наместен,1,,"Се издава наместен стан во Скопје, Кисела Вода со површина од 60 m2.
 Екстра: Клима, Лифт, Гаража.
 Цена: 370 EUR",,
A15356,58 m²,3,450 €,https://www.novelestate.com/estate_view.html?id=A15356,https://novelestate.com/images/estate/27672/1.jpeg,rent,Ново Лисиче,ул.Февруарски поход,2,приземје,Наместен,2,,"Се издава наместен стан во Скопје, Ново Лисиче со површина од 58 m2.
 Екстра: Централно Парно.
 Цена: 450 EUR",Yes,
A13429,86 m²,3,700 €,https://www.novelestate.com/estate_view.html?id=A13429,https://novelestate.com/images/estate/24300/9.jpeg,rent,Тафталиџе 1,,2,7,Наместен,2,,"Се издава наместен стан во Скопје, Тафталиџе 1 со површина од 86 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда, Паркинг, Гаража.
 Цена: 700 EUR",Yes,
A14465,58 m²,2,500 €,https://www.novelestate.com/estate_view.html?id=A14465,https://novelestate.com/images/estate/26243/se-izdava-novoopremen-stan-vo-taftalidze-1 (6).jpeg,rent,Тафталиџе 1,,1,8,Наместен,1,,"Се издава наместен стан во Скопје, Тафталиџе 1 со површина од 58 m2.
 Екстра: Централно Парно, Лифт, Нова Зграда, Паркинг.
 Цена: 500 EUR",Yes,
A6054,75 m²,3,600 €,https://www.novelestate.com/estate_view.html?id=A6054,https://novelestate.com/images/estate/10913/1.jpg,rent,Центар - Универзална Сала,,1,3/4,Наместен,2,,"Се издава наместен стан во Скопје, Центар - Универзална Сала со површина од 75 m2.
 Екстра: Клима, Нова Зграда, Паркинг, Сопствено парно, Греење на струја.
 Цена: 600 EUR",,
A15336,65 m²,3,450 €,https://www.novelestate.com/estate_view.html?id=A15336,https://novelestate.com/images/estate/27641/1.jpeg,rent,Капиштец,,2,2,Наместен,1,,"Се издава наместен стан во Скопје, Капиштец со површина од 65 m2.
 Екстра: Клима, Сопствено парно.
 Цена: 450 EUR",,
A15341,42 m²,2,450 €,https://www.novelestate.com/estate_view.html?id=A15341,https://novelestate.com/images/estate/27648/9.jpeg,rent,Центар,,1,1,Наместен,1,,"Се издава наместен стан во Скопје, Центар со површина од 42 m2.
 Екстра: Клима, Греење на струја, Лифт, Нова Зграда, Паркинг.
 Цена: 450 EUR",,
A14498,60 m²,2,550 €,https://www.novelestate.com/estate_view.html?id=A14498,https://novelestate.com/images/estate/26323/28fa3b79-edb4-450d-956a-1bb43eb7fa6d.jpg,rent,Тафталиџе 1,ул.Прашка,1,1,Наместен,1,,"Се издава наместен стан во Скопје, Тафталиџе 1 со површина од 60 m2.
 Екстра: Централно Парно, Лифт, Нова Зграда, Гаража.
 Цена: 550 EUR",Yes,
A11804,22 m²,1,200 €,https://www.novelestate.com/estate_view.html?id=A11804,https://novelestate.com/images/estate/21595/IMG_20180826_124734.jpg,rent,Водно,,,приземје,Наместен,1,,"Се издава наместен стан во Скопје, Водно со површина од 22 m2.
 Екстра: Клима, Греење на струја.
 Цена: 200 EUR",,
A14720,47 m²,2,500 €,https://www.novelestate.com/estate_view.html?id=A14720,https://novelestate.com/images/estate/26662/6.jpeg,rent,Аеродром,,1,5,Наместен,1,,"Се издава наместен стан во Скопје, Аеродром со површина од 47 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда, Паркинг.
 Цена: 500 EUR",Yes,
A15224,57 m²,3,500 €,https://www.novelestate.com/estate_view.html?id=A15224,https://novelestate.com/images/estate/27441/1.jpeg,rent,Мичурин,,2,2,Наместен,1,,"Се издава наместен стан во Скопје, Мичурин со површина од 57 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда, Паркинг.
 Цена: 500 EUR",Yes,
A15346,100 m²,3,1000 €,https://www.novelestate.com/estate_view.html?id=A15346,https://novelestate.com/images/estate/27659/8.jpg,rent,Центар,,2,3,Наместен,2,,"Се издава наместен стан во Скопје, Центар со површина од 100 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда.
 Цена: 1000 EUR",Yes,
A0805,45 m²,2,380 €,https://www.novelestate.com/estate_view.html?id=A0805,https://novelestate.com/images/estate/2163/1.jpeg,rent,Аеродром,,1,2/2,Наместен,1,,"Се издава наместен стан во Скопје, Аеродром со површина од 45 m2.
 Екстра: Централно Парно, Клима.
 Цена: 380 EUR",Yes,
A13211,72 m²,3,300 €,https://www.novelestate.com/estate_view.html?id=A13211,https://novelestate.com/images/estate/23985/1.jpg,rent,Карпош 4,,2,приземје,Наместен,1,,"Се издава наместен стан во Скопје, Карпош 4 со површина од 72 m2.
 Екстра: Клима, Централно Парно, Лифт.
 Цена: 300 EUR",Yes,
A0712,42 m²,2,300 €,https://www.novelestate.com/estate_view.html?id=A0712,https://novelestate.com/images/estate/2043/viber_image_2024-03-21_13-15-06-034.jpg,rent,Капиштец,ул. Васил Ѓоргов,1,4/11,Наместен,1,,"Се издава наместен стан во Скопје, Капиштец со површина од 42 m2.
 Екстра: Централно Парно.
 Цена: 300 EUR",Yes,
A15343,52 m²,2,350 €,https://www.novelestate.com/estate_view.html?id=A15343,https://novelestate.com/images/estate/27651/2.jpeg,rent,Кисела Вода,,1,5,Наместен,1,,"Се издава наместен стан во Скопје, Кисела Вода со површина од 52 m2.
 Екстра: Клима, Централно Парно, Лифт, Паркинг.
 Цена: 350 EUR",Yes,
A15334,40 m²,2,500 €,https://www.novelestate.com/estate_view.html?id=A15334,https://novelestate.com/images/estate/27639/1.jpeg,rent,Дебар Маало,,1,1/4,Наместен,1,,"Се издава наместен стан во Скопје, Дебар Маало со површина од 40 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда, Паркинг.
 Цена: 500 EUR",Yes,
A14245,45 m²,2,320 €,https://www.novelestate.com/estate_view.html?id=A14245,https://novelestate.com/images/estate/25859/izdavam-moderen-skoro-nov-stan-vo-kisela-voda-45-m (7).jpeg,rent,Кисела Вода,,1,2,Наместен,1,,"Се издава наместен стан во Скопје, Кисела Вода со површина од 45 m2.
 Екстра: Клима, Сопствено парно, Лифт, Нова Зграда.
 Цена: 320 EUR",,
A9988,76 m²,3,500 €,https://www.novelestate.com/estate_view.html?id=A9988,https://novelestate.com/images/estate/18335/83424fbf-6eca-454e-8e9e-78c5f70bae7c.jpg,rent,Дебар Маало,,2,2/6,Наместен,2,,"Се издава наместен стан во Скопје, Дебар Маало со површина од 76 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда.
 Цена: 500 EUR",Yes,
A4929,40 m²,2,500 €,https://www.novelestate.com/estate_view.html?id=A4929,https://novelestate.com/images/estate/8945/1.jpg,rent,Центар,,,1,Наместен,1,,"Се издава наместен стан во Скопје, Центар со површина од 40 m2.
 Екстра: Централно Парно, Лифт, Реновиран, Клима.
 Цена: 500 EUR",Yes,
A15263,70 m²,3,400 €,https://www.novelestate.com/estate_view.html?id=A15263,https://novelestate.com/images/estate/27521/izdavam-stan-vo-kapistec.jpeg,rent,Капиштец,ул.Козара,2,6/6,Наместен,1,,"Се издава наместен стан во Скопје, Капиштец со површина од 70 m2.
 Екстра: Централно Парно, Лифт.
 Цена: 400 EUR",Yes,
A8445,80 m²,3,650 €,https://www.novelestate.com/estate_view.html?id=A8445,https://novelestate.com/images/estate/15580/e122bc1a-e227-47c9-af47-1d62bb2f415f.jpg,rent,Водно,,2,1,Наместен,2,2014,"Се издава наместен стан во Скопје, Водно со површина од 80 m2.
 Екстра: Клима, Сопствено парно, Лифт, Нова Зграда, Гаража.
 Цена: 650 EUR",,
A11276,53 m²,2,450 €,https://www.novelestate.com/estate_view.html?id=A11276,https://novelestate.com/images/estate/20679/Se-izdava-stan-od-53m2-vo-Karpos.jpeg,rent,Карпош 2,,1,2,Наместен,1,,"Се издава наместен стан во Скопје, Карпош 2 со површина од 53 m2.
 Екстра: Клима, Греење на струја, Лифт, Нова Зграда, Паркинг.
 Цена: 450 EUR",,
A15144,75 m²,3,450 €,https://www.novelestate.com/estate_view.html?id=A15144,https://novelestate.com/images/estate/27300/1.jpeg,rent,Центар,,2,2,Наместен,2,,"Се издава наместен стан во Скопје, Центар со површина од 75 m2.
 Екстра: Клима, Сопствено парно.
 Цена: 450 EUR",,
A13329,100 m²,4,Please contact,https://www.novelestate.com/estate_view.html?id=A13329,https://novelestate.com/images/estate/24151/3.jpeg,rent,Капиштец,,3,6,Наместен,2,,"Се издава наместен стан во Скопје, Капиштец со површина од 100 m2.
 Екстра: Клима, Централно Парно, Лифт.
 Цена: 0 EUR",Yes,
A15331,50 m²,2,550 €,https://www.novelestate.com/estate_view.html?id=A15331,https://novelestate.com/images/estate/27635/a18c078f-c33c-4871-8ea3-dfd1305a3cfc.jpg,rent,Автокоманда,,1,9,Наместен,1,,"Се издава наместен стан во Скопје, Автокоманда со површина од 50 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда, Гаража.
 Цена: 550 EUR",Yes,
A15274,38 m²,2,350 €,https://www.novelestate.com/estate_view.html?id=A15274,https://novelestate.com/images/estate/27549/1.jpeg,rent,Аеродром,,1,високо приземје,Наместен,1,,"Се издава наместен стан во Скопје, Аеродром со површина од 38 m2.
 Екстра: Клима, Централно Парно, Паркинг.
 Цена: 350 EUR",Yes,
A15330,57 m²,3,600 €,https://www.novelestate.com/estate_view.html?id=A15330,https://novelestate.com/images/estate/27634/8979abda-36a3-4a8b-819c-da8812ce55e5.jpg,rent,Карпош 3,,2,5,Наместен,1,,"Се издава наместен стан во Скопје, Карпош 3 со површина од 57 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда, Паркинг.
 Цена: 600 EUR",Yes,
A15328,61 m²,3,550 €,https://www.novelestate.com/estate_view.html?id=A15328,https://novelestate.com/images/estate/27632/6718f943-e93f-447b-9d5d-06c7a9d952b8.jpg,rent,Дебар Маало,,2,4,Наместен,1,,"Се издава наместен стан во Скопје, Дебар Маало со површина од 61 m2.
 Екстра: Клима, Греење на струја, Лифт.
 Цена: 550 EUR",,
A15322,50 m²,2,650 €,https://www.novelestate.com/estate_view.html?id=A15322,https://novelestate.com/images/estate/27625/2c1ef6d5-6d7f-481f-984b-cb057ffe7fdd.jpg,rent,Автокоманда,,1,10,Наместен,1,,"Се издава наместен стан во Скопје, Автокоманда со површина од 50 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда, Паркинг.
 Цена: 650 EUR",Yes,
A15320,70 m²,2,350 €,https://www.novelestate.com/estate_view.html?id=A15320,https://novelestate.com/images/estate/27623/005aec3b-7fe8-43bb-8628-4e4859f896a9.jpg,rent,Кисела Вода,,1,6,Наместен,1,,"Се издава наместен стан во Скопје, Кисела Вода со површина од 70 m2.
 Екстра: Клима, Греење на струја, Лифт.
 Цена: 350 EUR",,
A15319,47 m²,2,400 €,https://www.novelestate.com/estate_view.html?id=A15319,https://novelestate.com/images/estate/27622/1.jpg,rent,Автокоманда,,1,8,Наместен,1,,"Се издава наместен стан во Скопје, Автокоманда со површина од 47 m2.
 Екстра: Клима, Сопствено парно, Лифт, Нова Зграда, Паркинг.
 Цена: 400 EUR",,
A12630,65 m²,2,260 €,https://www.novelestate.com/estate_view.html?id=A12630,https://novelestate.com/images/estate/23013/Se-izdava-dvosoben-stan-vo-Kozle-.jpeg,rent,Козле,,1,4,Наместен,1,,"Се издава наместен стан во Скопје, Козле со површина од 65 m2.
 Екстра: Клима, Централно Парно.
 Цена: 260 EUR",Yes,
A15310,114 m²,3,1200 €,https://www.novelestate.com/estate_view.html?id=A15310,https://novelestate.com/images/estate/27604/Picture8.jpg,rent,Дебар Маало,Park Residence,2,4,Наместен,2,,"Се издава наместен стан во Скопје, Дебар Маало со површина од 114 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда.
 Цена: 1200 EUR",Yes,
A14773,66 m²,3,550 €,https://www.novelestate.com/estate_view.html?id=A14773,https://novelestate.com/images/estate/26751/1.jpeg,rent,Аеродром,,2,1,Наместен,1,,"Се издава наместен стан во Скопје, Аеродром со површина од 66 m2.
 Екстра: Централно Парно, Лифт, Нова Зграда, Паркинг.
 Цена: 550 EUR",Yes,
A14207,120 m²,4,1300 €,https://www.novelestate.com/estate_view.html?id=A14207,https://novelestate.com/images/estate/25803/3a78b453-1f08-4713-9b23-19173912f603.jpg,rent,Дебар Маало,,3,1,Наместен,2,,"Се издава наместен стан во Скопје, Дебар Маало со површина од 120 m2.
 Екстра: Клима, Греење на струја, Паркинг, Гаража.
 Цена: 1300 EUR",,да
A13869,115 m²,4,1000 €,https://www.novelestate.com/estate_view.html?id=A13869,https://novelestate.com/images/estate/25144/d12b9ce9-df9a-4226-9a57-8cda97abb7e2.jpg,rent,Тафталиџе 1,ул.Дамаска,3,1,Наместен,2,,"Се издава наместен стан во Скопје, Тафталиџе 1 со површина од 115 m2.
 Екстра: Клима, Сопствено парно, Нова Зграда, Паркинг, Гаража.
 Цена: 1000 EUR",,
A12309,54 m²,2,440 €,https://www.novelestate.com/estate_view.html?id=A12309,https://novelestate.com/images/estate/22451/122D9E39-341D-4B83-A12E-23E417236407.jpeg,rent,Аеродром,,1,3,Наместен,1,,"Се издава наместен стан во Скопје, Аеродром со површина од 54 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда, Паркинг, Краток престој.
 Цена: 440 EUR",Yes,
A6299,108 m²,4,600 €,https://www.novelestate.com/estate_view.html?id=A6299,https://novelestate.com/images/estate/11295/Se-iznajmuva-cetvorosoben-stan- (1).jpeg,rent,Дебар Маало,,3,2,Наместен,2,2000,"Се издава наместен стан во Скопје, Дебар Маало со површина од 108 m2.
 Екстра: Клима, Централно Парно, Интернет, Паркинг.
 Цена: 600 EUR",Yes,
A14454,65 m²,3,Please contact,https://www.novelestate.com/estate_view.html?id=A14454,https://novelestate.com/images/estate/26230/luksuzno-namesten-stan-vo-kozle-so-pogled-na-vodno.jpeg,rent,Козле,ул.Јуриј Гагарин,2,8/10,Наместен,1,,"Се издава наместен стан во Скопје, Козле со површина од 65 m2.
 Екстра: Централно Парно, Лифт, Реновиран.
 Цена: 0 EUR",Yes,
A15306,64 m²,3,400 €,https://www.novelestate.com/estate_view.html?id=A15306,https://novelestate.com/images/estate/27598/9.jpeg,rent,Автокоманда,,2,1,Наместен,1,,"Се издава наместен стан во Скопје, Автокоманда со површина од 64 m2.
 Екстра: Клима, Централно Парно, Лифт.
 Цена: 400 EUR",Yes,
A15300,57 m²,2,400 €,https://www.novelestate.com/estate_view.html?id=A15300,https://novelestate.com/images/estate/27591/1.jpeg,rent,Капиштец,ул.Славе Деловски,1,1,Наместен,1,,"Се издава наместен стан во Скопје, Капиштец со површина од 57 m2.
 Екстра: Клима, Лифт.
 Цена: 400 EUR",,
A15299,82 m²,3,800 €,https://www.novelestate.com/estate_view.html?id=A15299,https://novelestate.com/images/estate/27590/8.jpg,rent,Аеродром,,2,27,Наместен,1,,"Се издава наместен стан во Скопје, Аеродром со површина од 82 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда, Паркинг.
 Цена: 800 EUR",Yes,
A4370,65 m²,3,400 €,https://www.novelestate.com/estate_view.html?id=A4370,https://novelestate.com/images/estate/8071/Izdavam-stan-vo-Centar.jpeg,rent,Дебар Маало,,2,1,Наместен,1,,"Се издава наместен стан во Скопје, Дебар Маало со површина од 65 m2.
 Екстра: Лифт, Централно Парно.
 Цена: 400 EUR",Yes,
A15298,42 m²,2,440 €,https://www.novelestate.com/estate_view.html?id=A15298,https://novelestate.com/images/estate/27587/viber_image_2025-04-02_12-47-46-260.jpg,rent,Козле,ул.Миле Попјорданов,1,приземје,Наместен,1,,"Се издава наместен стан во Скопје, Козле со површина од 42 m2.
 Екстра: Клима, Нова Зграда.
 Цена: 440 EUR",,50м2
A15297,88 m²,3,450 €,https://www.novelestate.com/estate_view.html?id=A15297,https://novelestate.com/images/estate/27584/2.jpg,rent,Карпош 4,,2,5/6,Наместен,2,,"Се издава наместен стан во Скопје, Карпош 4 со површина од 88 m2.
 Екстра: Клима, Централно Парно, Лифт, Реновиран.
 Цена: 450 EUR",Yes,
A15286,47 m²,2,450 €,https://www.novelestate.com/estate_view.html?id=A15286,https://novelestate.com/images/estate/27573/2.jpeg,rent,Центар,,1,1,Наместен,1,,"Се издава наместен стан во Скопје, Центар со површина од 47 m2.
 Екстра: Клима, Сопствено парно, Паркинг.
 Цена: 450 EUR",,
A12271,45 m²,2,450 €,https://www.novelestate.com/estate_view.html?id=A12271,https://novelestate.com/images/estate/22374/3.jpg,rent,Капиштец,ул.Козара,1,2,Наместен,1,,"Се издава наместен стан во Скопје, Капиштец со површина од 45 m2.
 Екстра:.
 Цена: 450 EUR",,
A15295,60 m²,2,370 €,https://www.novelestate.com/estate_view.html?id=A15295,https://novelestate.com/images/estate/27582/8.jpg,rent,Тафталиџе 1,,1,5/5,Наместен,1,,"Се издава наместен стан во Скопје, Тафталиџе 1 со површина од 60 m2.
 Екстра: Клима, Лифт, Нова Зграда, Паркинг.
 Цена: 370 EUR",,
A15294,50 m²,2,350 €,https://www.novelestate.com/estate_view.html?id=A15294,https://novelestate.com/images/estate/27581/1.jpg,rent,Водно,,1,3,Наместен,1,,"Се издава наместен стан во Скопје, Водно со површина од 50 m2.
 Екстра: Клима, Централно Парно.
 Цена: 350 EUR",Yes,
A15293,68 m²,3,350 €,https://www.novelestate.com/estate_view.html?id=A15293,https://novelestate.com/images/estate/27580/3.jpg,rent,Кисела Вода,,2,4,Наместен,1,,"Се издава наместен стан во Скопје, Кисела Вода со површина од 68 m2.
 Екстра: Клима, Сопствено парно, Лифт, Нова Зграда, Паркинг.
 Цена: 350 EUR",,
A15288,70 m²,3,450 €,https://www.novelestate.com/estate_view.html?id=A15288,https://novelestate.com/images/estate/27575/7.jpeg,rent,Центар - Универзална Сала,,2,3,Наместен,1,,"Се издава наместен стан во Скопје, Центар - Универзална Сала со површина од 70 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда.
 Цена: 450 EUR",Yes,
A15287,47 m²,2,370 €,https://www.novelestate.com/estate_view.html?id=A15287,https://novelestate.com/images/estate/27574/7.jpeg,rent,Капиштец,,1,3,Наместен,1,,"Се издава наместен стан во Скопје, Капиштец со површина од 47 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда, Паркинг.
 Цена: 370 EUR",Yes,
A14222,100 m²,3,600 €,https://www.novelestate.com/estate_view.html?id=A14222,https://novelestate.com/images/estate/25819/5fc17a9b-092c-4c91-aad1-e4768dd231b6.jpg,rent,Козле,,2,1,Наместен,2,,"Се издава наместен стан во Скопје, Козле со површина од 100 m2.
 Екстра: Клима, Централно Парно, Гаража.
 Цена: 600 EUR",Yes,
A8839,90 m²,4,420 €,https://www.novelestate.com/estate_view.html?id=A8839,https://novelestate.com/images/estate/16235/se-izdava-udoben-stan-so-tri-spalnni-vo-kisela-voda.jpeg,rent,Кисела Вода,,3,4,Наместен,2,,"Се издава наместен стан во Скопје, Кисела Вода со површина од 90 m2.
 Екстра: Клима, Централно Парно, Лифт.
 Цена: 420 EUR",Yes,
A15092,109 m²,3,650 €,https://www.novelestate.com/estate_view.html?id=A15092,https://novelestate.com/images/estate/27231/atraktiven-stan-za-iznajmuvanje-vo-naselba-przino.jpeg,rent,Пржино,ул.Панод Кљашев,2,3/4,Наместен,2,,"Се издава наместен стан во Скопје, Пржино со површина од 109 m2.
 Екстра: Клима, Сопствено парно, Лифт, Нова Зграда, Паркинг.
 Цена: 650 EUR",,
A15283,70 m²,3,380 €,https://www.novelestate.com/estate_view.html?id=A15283,https://novelestate.com/images/estate/27568/4.jpeg,rent,Црниче,,2,високо приземје,Наместен,1,,"Се издава наместен стан во Скопје, Црниче со површина од 70 m2.
 Екстра: Клима, Греење на струја.
 Цена: 380 EUR",,
A15280,50 m²,2,400 €,https://www.novelestate.com/estate_view.html?id=A15280,https://novelestate.com/images/estate/27563/viber_image_2025-03-25_10-17-14-284.jpg,rent,Козле,,1,1,Наместен,1,,"Се издава наместен стан во Скопје, Козле со површина од 50 m2.
 Екстра:.
 Цена: 400 EUR",,
A15079,135 m²,4,900 €,https://www.novelestate.com/estate_view.html?id=A15079,https://novelestate.com/images/estate/27216/3.jpg,rent,Водно,,3,7,Наместен,3,,"Се издава наместен стан во Скопје, Водно со површина од 135 m2.
 Екстра: Клима, Сопствено парно, Лифт, Нова Зграда, Паркинг.
 Цена: 900 EUR",,
A7218,53 m²,2,370 €,https://www.novelestate.com/estate_view.html?id=A7218,https://novelestate.com/images/estate/13228/841d1776-5f61-4d8d-95ab-7b87b61402d3.jpg,rent,Тафталиџе 1,,1,високо приземје/5,Наместен,1,,"Се издава наместен стан во Скопје, Тафталиџе 1 со површина од 53 m2.
 Екстра: Централно Парно, Лифт, Нова Зграда, Паркинг.
 Цена: 370 EUR",Yes,
A15279,87 m²,3,400 €,https://www.novelestate.com/estate_view.html?id=A15279,https://novelestate.com/images/estate/27560/1.jpeg,rent,Центар,,2,2,Празен,2,,"Се издава празен стан во Скопје, Центар со површина од 87 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда.
 Цена: 400 EUR",Yes,
A6157,46 m²,2,350 €,https://www.novelestate.com/estate_view.html?id=A6157,https://novelestate.com/images/estate/11071/16.jpg,rent,Центар,,1,приземје,Наместен,,,"Се издава наместен стан во Скопје, Центар со површина од 46 m2.
 Екстра: Студенти, Централно Парно, Нова Зграда.
 Цена: 350 EUR",Yes,
A15138,118 m²,4,550 €,https://www.novelestate.com/estate_view.html?id=A15138,https://novelestate.com/images/estate/27292/2.jpeg,rent,Бардовци,,3,2,Наместен,3,,"Се издава наместен стан во Скопје, Бардовци со површина од 118 m2.
 Екстра: Клима, Сопствено парно, Нова Зграда, Паркинг.
 Цена: 550 EUR",,
A13882,43 m²,2,250 €,https://www.novelestate.com/estate_view.html?id=A13882,https://novelestate.com/images/estate/25178/7d888e5f-f6f2-44d3-90bb-4d0a1a08f3ac.jpg,rent,Автокоманда,,1,3,Наместен,1,2021,"Се издава наместен стан во Скопје, Автокоманда со површина од 43 m2.
 Екстра: Централно Парно, Лифт, Паркинг, Клима.
 Цена: 250 EUR",Yes,
A3586,85 m²,3,500 €,https://www.novelestate.com/estate_view.html?id=A3586,https://novelestate.com/images/estate/6666/dnevna.jpg,rent,Центар,,2,2/5,Наместен,1,,"Се издава наместен стан во Скопје, Центар со површина од 85 m2.
 Екстра: Лифт, Централно Парно, Клима, Нова Зграда, Гаража.
 Цена: 500 EUR",Yes,
A15074,100 m²,3,740 €,https://www.novelestate.com/estate_view.html?id=A15074,https://novelestate.com/images/estate/27209/3.jpeg,rent,Центар,,2,7/7,Наместен,2,,"Се издава наместен стан во Скопје, Центар со површина од 100 m2.
 Екстра: Клима, Централно Парно, Лифт.
 Цена: 740 EUR",Yes,
A9983,68 m²,3,350 €,https://www.novelestate.com/estate_view.html?id=A9983,https://novelestate.com/images/estate/18329/Se-izdava-stan-od-68m2-vo-Kozle (7).jpeg,rent,Козле,,2,1,Наместен,1,,"Се издава наместен стан во Скопје, Козле со површина од 68 m2.
 Екстра: Клима, Сопствено парно, Паркинг.
 Цена: 350 EUR",,
A9067,94 m²,3,650 €,https://www.novelestate.com/estate_view.html?id=A9067,https://novelestate.com/images/estate/16694/Luksuzen-stan-na-Vodno (4).jpeg,rent,Водно,,2,1/2,Наместен,2,,"Се издава наместен стан во Скопје, Водно со површина од 94 m2.
 Екстра: Клима, Сопствено парно, Интернет, Кабловска ТВ, Нова Зграда.
 Цена: 650 EUR",,
A14416,58 m²,2,420 €,https://www.novelestate.com/estate_view.html?id=A14416,https://novelestate.com/images/estate/26145/se-izdava-stan (5).jpeg,rent,Капиштец,ул.Васил Ѓоргов,1,2,Наместен,1,,"Се издава наместен стан во Скопје, Капиштец со површина од 58 m2.
 Екстра: Греење на струја, Лифт, Клима.
 Цена: 420 EUR",,
A14811,80 m²,3,800 €,https://www.novelestate.com/estate_view.html?id=A14811,https://novelestate.com/images/estate/26808/viber_image_2024-02-28_13-05-12-131.jpg,rent,Карпош 3,City Garden,2,1,Наместен,1,,"Се издава наместен стан во Скопје, Карпош 3 со површина од 80 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда, Паркинг.
 Цена: 800 EUR",Yes,
A4130,70 m²,2,450 €,https://www.novelestate.com/estate_view.html?id=A4130,https://novelestate.com/images/estate/7668/192dace0-b79d-436a-8ef0-4112ae20d622.jpg,rent,Дебар Маало,,1,5,Наместен,1,,"Се издава наместен стан во Скопје, Дебар Маало со површина од 70 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда.
 Цена: 450 EUR",Yes,
A14784,56 m²,2,300 €,https://www.novelestate.com/estate_view.html?id=A14784,https://novelestate.com/images/estate/26774/1.jpeg,rent,Аеродром,,1,1,Наместен,1,,"Се издава наместен стан во Скопје, Аеродром со површина од 56 m2.
 Екстра: Клима, Централно Парно, Лифт.
 Цена: 300 EUR",Yes,
A15272,50 m²,2,430 €,https://www.novelestate.com/estate_view.html?id=A15272,https://novelestate.com/images/estate/27541/3.jpg,rent,Дебар Маало,,1,2,Наместен,1,,"Се издава наместен стан во Скопје, Дебар Маало со површина од 50 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда.
 Цена: 430 EUR",Yes,
A15271,30 m²,1,300 €,https://www.novelestate.com/estate_view.html?id=A15271,https://novelestate.com/images/estate/27540/1.jpeg,rent,Дебар Маало,,,2,Наместен,1,,"Се издава наместен стан во Скопје, Дебар Маало со површина од 30 m2.
 Екстра: Клима, Централно Парно, Лифт.
 Цена: 300 EUR",Yes,
A8291,58 m²,2,300 €,https://www.novelestate.com/estate_view.html?id=A8291,https://novelestate.com/images/estate/15311/2.jpg,rent,Центар,,1,1,Празен,1,2005,"Се издава празен стан во Скопје, Центар со површина од 58 m2.
 Екстра: Клима, Централно Парно, Лифт.
 Цена: 300 EUR",Yes,
A7272,63 m²,3,450 €,https://www.novelestate.com/estate_view.html?id=A7272,https://novelestate.com/images/estate/13306/Luksuzen-stan-vo-Debar-Maalo-centar- (2).jpeg,rent,Дебар Маало,,2,3/4,Наместен,1,2013,"Се издава наместен стан во Скопје, Дебар Маало со површина од 63 m2.
 Екстра: Сопствено парно, Нова Зграда, Клима.
 Цена: 450 EUR",,
A15236,40 m²,2,450 €,https://www.novelestate.com/estate_view.html?id=A15236,https://novelestate.com/images/estate/27461/2.jpeg,rent,Центар,,1,5,Наместен,1,,"Се издава наместен стан во Скопје, Центар со површина од 40 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда.
 Цена: 450 EUR",Yes,
A15156,90 m²,3,600 €,https://www.novelestate.com/estate_view.html?id=A15156,https://novelestate.com/images/estate/27326/10.jpeg,rent,Центар,,2,11/12,Наместен,2,,"Се издава наместен стан во Скопје, Центар со површина од 90 m2.
 Екстра: Клима, Централно Парно, Лифт, Реновиран, Гаража.
 Цена: 600 EUR",Yes,
